#{"t_start": 1734309533.218619, "env_id": "None"}
r,l,t
0.0,101,95.739412
0.99,1,95.740411
0.99,1,95.741412
0.0,101,95.753922
0.0,101,95.755924
0.97,3,95.759916
0.0,101,95.760914
0.98,2,95.765231
0.0,101,95.765231
0.0,101,95.775429
0.99,1,95.775429
0.98,2,95.775429
0.37,63,95.814312
0.0,101,95.845917
0.0,101,95.854917
0.0,101,95.862652
0.99,1,95.863652
0.0,101,95.87065
0.0,101,95.879344
0.0,101,95.884344
0.99,1,95.887344
0.0,101,95.889344
0.0,101,95.890346
0.0,101,95.914582
0.0,101,95.941323
0.0,101,95.981268
0.0,101,95.988267
0.98,2,95.991375
0.0,101,95.993024
0.0,101,96.001022
0.98,2,96.003022
0.0,101,96.008847
0.0,101,96.016896
0.0,101,96.017896
0.0,101,96.020896
0.0,101,96.044929
0.48,52,96.060307
0.98,2,96.060307
0.0,101,96.060307
0.86,14,96.092381
0.45,55,96.092381
0.0,101,96.110106
0.0,101,96.124666
0.0,101,96.126673
0.0,101,96.143861
0.0,101,96.143861
0.0,101,96.160068
0.23,77,96.177128
0.99,1,96.177128
0.0,101,96.194042
0.0,101,96.251667
0.0,101,96.251667
0.0,101,96.268543
0.07,93,96.272533
0.98,2,96.273532
0.0,101,96.2795
0.88,12,96.284467
0.0,101,96.299229
0.0,101,96.306226
0.0,101,96.313928
0.73,27,96.313928
0.82,18,96.326674
0.9,10,96.326674
0.88,12,96.326674
0.06,94,96.329674
0.0,101,96.342569
0.26,74,96.379478
0.57,43,96.379478
0.0,101,96.390488
0.0,101,96.390488
0.5,50,96.394978
0.0,101,96.419597
0.02,98,96.458703
0.52,48,96.458703
0.99,1,96.45978
0.0,101,96.46278
0.98,2,96.46278
0.0,101,96.463777
0.09,91,96.463777
0.7,30,96.463777
0.98,2,96.465782
0.0,101,96.51256
0.0,101,96.51256
0.91,9,96.524654
0.0,101,96.524654
0.54,46,96.525148
0.0,101,96.525148
0.96,4,96.52919
0.94,6,96.53319
0.95,5,96.53819
0.44,56,96.53819
0.92,8,96.551882
0.99,1,96.552881
0.97,3,96.55688
0.63,37,96.572586
0.0,101,96.593512
0.0,101,96.593512
0.0,101,96.593512
0.0,101,96.610017
0.21,79,96.630016
0.99,1,96.631018
0.83,17,96.632019
0.95,5,96.637017
0.8,20,96.642266
0.0,101,96.677428
0.99,1,96.681462
0.0,101,96.684428
0.98,2,96.689427
0.0,101,96.696087
0.99,1,96.697087
0.0,101,96.712786
0.0,101,96.736513
0.0,101,96.757086
0.0,101,96.763873
0.61,39,96.771874
0.0,101,96.792413
0.0,101,96.797419
0.0,101,96.801419
0.95,5,96.806419
0.0,101,96.826792
0.0,101,96.843376
0.0,101,96.843787
0.28,72,96.87706
0.99,1,96.87706
0.0,101,96.87706
0.0,101,96.911506
0.0,101,96.924809
0.0,101,96.943807
0.0,101,96.943807
0.0,101,96.961989
0.98,2,96.963992
0.95,5,96.963992
0.99,1,96.967988
0.0,101,96.997997
0.0,101,97.005999
0.0,101,97.021878
0.99,1,97.022878
0.69,31,97.05425
0.0,101,97.05625
0.0,101,97.061912
0.0,101,97.082537
0.0,101,97.088534
0.0,101,97.115788
0.71,29,97.135455
0.0,101,97.139455
0.0,101,97.140455
0.0,101,97.172857
0.0,101,97.182476
0.5,50,97.194017
0.92,8,97.194017
0.99,1,97.198017
0.0,101,97.212741
0.0,101,97.21674
0.0,101,97.219739
0.0,101,97.25498
0.0,101,97.290373
0.0,101,97.294174
0.54,46,97.294174
-0.01,101,97.295174
0.99,1,97.295174
0.99,1,97.295174
0.0,101,97.328253
0.0,101,97.350015
0.0,101,97.350015
0.0,101,97.358903
0.0,101,97.358903
0.0,101,97.406635
0.23,77,97.410639
0.0,101,97.446129
0.0,101,97.447166
0.0,101,97.447166
0.88,12,97.465981
0.99,1,97.468981
0.0,101,97.487415
0.0,101,97.507707
0.0,101,97.508719
0.0,101,97.524451
0.0,101,97.526484
0.06,94,97.547402
0.47,53,97.547402
0.98,2,97.548404
0.0,101,97.558875
0.99,1,97.559885
0.53,47,97.578422
0.07,93,97.598151
0.0,101,97.609914
0.0,101,97.639262
0.0,101,97.66268
0.51,49,97.665913
0.0,101,97.677434
0.0,101,97.678432
0.0,101,97.698925
0.0,101,97.702926
0.79,21,97.714309
0.0,101,97.71731
0.73,27,97.72131
0.63,37,97.72131
0.0,101,97.733267
0.99,1,97.734267
0.0,101,97.754244
0.99,1,97.755204
0.0,101,97.792104
0.99,1,97.793164
0.0,101,97.815851
0.98,2,97.819851
0.0,101,97.85517
0.0,101,97.859853
0.0,101,97.86885
0.0,101,97.8756
0.0,101,97.876608
0.0,101,97.876608
0.98,2,97.878607
0.0,101,97.892175
0.0,101,97.920987
0.85,15,97.949594
0.58,42,97.949594
0.98,2,97.954593
0.0,101,97.963388
0.26,74,97.991717
0.0,101,97.996075
0.97,3,98.00179
0.98,2,98.003791
0.97,3,98.008826
0.68,32,98.015729
0.99,1,98.015729
0.97,3,98.021487
0.0,101,98.031415
0.0,101,98.037416
0.0,101,98.044094
0.99,1,98.044094
0.0,101,98.053334
0.97,3,98.055326
0.89,11,98.06072
0.99,1,98.062719
0.0,101,98.067719
0.0,101,98.113231
0.0,101,98.11702
0.33,67,98.13294
0.0,101,98.145704
0.0,101,98.159538
0.0,101,98.174628
0.18,82,98.184636
0.98,2,98.186635
0.0,101,98.204639
0.0,101,98.207938
0.0,101,98.217683
0.45,55,98.229989
0.71,29,98.229989
0.13,87,98.24216
0.0,101,98.263615
0.0,101,98.284263
0.98,2,98.286263
0.11,89,98.291861
0.0,101,98.320719
0.0,101,98.344826
0.0,101,98.348826
0.0,101,98.354826
0.51,49,98.358515
0.0,101,98.368557
0.0,101,98.368557
0.99,1,98.369556
0.95,5,98.379164
0.0,101,98.384164
0.0,101,98.398867
0.97,3,98.403866
0.52,48,98.410615
0.98,2,98.413616
0.98,2,98.415616
0.0,101,98.421615
0.88,12,98.425264
0.98,2,98.44228
0.96,4,98.447278
0.99,1,98.447278
0.99,1,98.448278
0.0,101,98.457279
0.99,1,98.458279
0.44,56,98.483701
0.0,101,98.490701
0.0,101,98.497411
0.0,101,98.50141
0.97,3,98.505411
0.0,101,98.509438
0.98,2,98.509438
0.0,101,98.509438
0.86,14,98.526586
0.0,101,98.526586
0.0,101,98.559525
0.85,15,98.581098
0.38,62,98.586098
0.53,47,98.587097
0.98,2,98.596864
0.98,2,98.598864
0.0,101,98.602864
0.0,101,98.611634
0.0,101,98.632147
0.98,2,98.633147
0.0,101,98.637147
0.99,1,98.638147
0.22,78,98.640147
0.0,101,98.660503
0.98,2,98.661519
0.98,2,98.665503
0.0,101,98.667503
0.91,9,98.680214
0.98,2,98.682214
0.33,67,98.697889
0.19,81,98.697889
0.97,3,98.70289
0.97,3,98.70289
0.97,3,98.711938
0.0,101,98.728632
0.0,101,98.737633
0.0,101,98.741688
0.0,101,98.778193
0.0,101,98.783192
0.0,101,98.784192
0.0,101,98.816245
0.45,55,98.834576
0.0,101,98.842607
0.0,101,98.862629
0.0,101,98.867629
0.77,23,98.872629
0.63,37,98.872629
0.0,101,98.880221
0.92,8,98.882221
0.97,3,98.882221
0.0,101,98.89022
0.82,18,98.91051
0.0,101,98.919509
0.99,1,98.920509
0.98,2,98.92351
0.0,101,98.929229
0.0,101,98.93123
0.99,1,98.932231
0.17,83,98.941981
0.81,19,98.968098
0.0,101,98.996352
0.0,101,99.00135
0.97,3,99.00735
0.0,101,99.009416
0.0,101,99.022069
0.0,101,99.025304
0.0,101,99.068234
0.0,101,99.083169
0.0,101,99.08417
0.0,101,99.088028
0.0,101,99.126906
0.69,31,99.129907
0.0,101,99.161777
0.0,101,99.168197
0.0,101,99.172138
0.0,101,99.186048
0.0,101,99.187057
0.99,1,99.187057
0.0,101,99.227612
0.0,101,99.243612
0.0,101,99.249613
0.81,19,99.263411
0.99,1,99.269173
0.87,13,99.27931
0.0,101,99.307602
0.0,101,99.308366
0.98,2,99.310455
0.83,17,99.338179
0.0,101,99.34498
0.0,101,99.352677
0.0,101,99.35873
0.92,8,99.364738
0.86,14,99.364738
0.0,101,99.37465
0.0,101,99.37465
0.0,101,99.417078
0.0,101,99.427329
0.0,101,99.434681
0.0,101,99.458564
0.0,101,99.482558
0.0,101,99.498954
0.0,101,99.509634
0.0,101,99.509634
0.49,51,99.511633
0.0,101,99.512856
0.0,101,99.512856
0.0,101,99.564275
0.0,101,99.574276
0.0,101,99.612744
0.0,101,99.628192
0.18,82,99.631193
0.14,86,99.636193
0.0,101,99.642764
0.0,101,99.652762
0.0,101,99.652762
0.0,101,99.654762
0.99,1,99.658413
0.81,19,99.669463
0.75,25,99.669463
0.87,13,99.669463
0.0,101,99.697805
0.0,101,99.713369
0.99,1,99.717367
0.0,101,99.741858
0.0,101,99.760453
0.0,101,99.761452
0.0,101,99.781173
0.0,101,99.786172
0.0,101,99.797855
0.0,101,99.797855
0.0,101,99.797855
0.99,1,99.800855
