#{"t_start": 1734308162.8085334, "env_id": "None"}
r,l,t
0.95,5,74.204848
0.99,1,74.205848
0.94,6,74.211851
0.99,1,74.211851
0.96,4,74.211851
0.87,13,74.213849
0.99,1,74.213849
0.99,1,74.214847
0.86,14,74.220849
0.85,15,74.221847
0.99,1,74.221847
0.95,5,74.223847
0.98,2,74.224847
0.97,3,74.225847
0.86,14,74.225847
0.99,1,74.225847
0.99,1,74.231847
0.84,16,74.232847
0.87,13,74.232847
0.9,10,74.234847
0.95,5,74.234847
0.99,1,74.234847
0.9,10,74.235847
0.91,9,74.235847
0.99,1,74.236847
0.97,3,74.243847
0.92,8,74.244847
0.94,6,74.244847
0.94,6,74.246848
0.99,1,74.247847
0.75,25,74.247847
0.97,3,74.251847
0.91,9,74.252848
0.91,9,74.252848
0.99,1,74.253848
0.92,8,74.253848
0.96,4,74.255847
0.99,1,74.255847
0.94,6,74.255847
0.85,15,74.256847
0.98,2,74.256847
0.96,4,74.260847
0.98,2,74.260847
0.85,15,74.260847
0.99,1,74.261847
0.98,2,74.261847
0.99,1,74.261847
0.97,3,74.261847
0.99,1,74.263848
0.97,3,74.264848
0.96,4,74.264848
0.97,3,74.265849
0.95,5,74.272847
0.88,12,74.272847
0.97,3,74.272847
0.89,11,74.272847
0.85,15,74.272847
0.99,1,74.273847
0.98,2,74.274847
0.87,13,74.282847
0.94,6,74.283847
0.88,12,74.284847
0.95,5,74.284847
0.99,1,74.286851
0.92,8,74.286851
0.98,2,74.286851
0.99,1,74.286851
0.99,1,74.291848
0.99,1,74.291848
0.91,9,74.291848
0.99,1,74.292848
0.88,12,74.292848
0.98,2,74.294849
0.93,7,74.295848
0.84,16,74.296909
0.83,17,74.296909
0.99,1,74.296909
0.99,1,74.300933
0.99,1,74.300933
0.94,6,74.301935
0.95,5,74.301935
0.93,7,74.301935
0.99,1,74.302933
0.98,2,74.302933
0.94,6,74.303934
0.92,8,74.304992
0.94,6,74.30909
0.98,2,74.30909
0.97,3,74.30909
0.97,3,74.30909
0.99,1,74.31009
0.94,6,74.31209
0.98,2,74.31209
0.93,7,74.31209
0.99,1,74.313092
0.96,4,74.314148
0.84,16,74.322222
0.93,7,74.323222
0.95,5,74.325303
0.96,4,74.325303
0.99,1,74.325303
0.94,6,74.325303
0.92,8,74.327302
0.97,3,74.327302
0.98,2,74.328353
0.73,27,74.328353
0.98,2,74.328353
0.99,1,74.329353
0.91,9,74.336352
0.97,3,74.337352
0.97,3,74.338353
0.99,1,74.338353
0.99,1,74.340352
0.96,4,74.340352
0.94,6,74.340352
0.99,1,74.342352
0.91,9,74.350353
0.97,3,74.351352
0.91,9,74.353352
0.85,15,74.355352
0.97,3,74.355352
0.94,6,74.355352
0.91,9,74.361352
0.75,25,74.362352
0.96,4,74.362352
0.88,12,74.362352
0.91,9,74.363351
0.99,1,74.363351
0.96,4,74.364351
0.95,5,74.36635
0.99,1,74.370349
0.94,6,74.370349
0.99,1,74.371349
0.96,4,74.371349
0.97,3,74.371349
0.99,1,74.372349
0.94,6,74.372349
0.98,2,74.373349
0.91,9,74.374349
0.91,9,74.37935
0.82,18,74.37935
0.95,5,74.382349
0.95,5,74.38335
0.93,7,74.384349
0.98,2,74.388512
0.99,1,74.390512
0.89,11,74.390512
0.93,7,74.390512
0.98,2,74.392514
0.87,13,74.393514
0.9,10,74.398515
0.98,2,74.398515
0.99,1,74.398515
0.99,1,74.399512
0.98,2,74.400514
0.88,12,74.400514
0.99,1,74.401514
0.99,1,74.401514
0.99,1,74.402512
0.99,1,74.402512
0.97,3,74.402512
0.95,5,74.407512
0.9,10,74.408516
0.72,28,74.408516
0.9,10,74.408516
0.99,1,74.409515
0.97,3,74.409515
0.98,2,74.409515
0.99,1,74.410514
0.98,2,74.412514
0.96,4,74.416529
0.98,2,74.416529
0.94,6,74.416529
0.98,2,74.419545
0.97,3,74.419545
0.98,2,74.419545
0.99,1,74.420547
0.91,9,74.420547
0.92,8,74.421551
0.98,2,74.421551
0.99,1,74.43151
0.96,4,74.433512
0.95,5,74.43551
0.76,24,74.43551
0.63,37,74.436511
0.95,5,74.441512
0.99,1,74.441512
0.99,1,74.44351
0.96,4,74.44451
0.91,9,74.44551
0.98,2,74.446512
0.94,6,74.446512
0.83,17,74.446512
0.95,5,74.45251
0.97,3,74.45351
0.64,36,74.45451
0.92,8,74.45451
0.99,1,74.455511
0.95,5,74.455511
0.98,2,74.45951
0.99,1,74.45951
0.79,21,74.46051
0.95,5,74.46251
0.99,1,74.463511
0.98,2,74.463511
0.93,7,74.463511
0.99,1,74.46451
0.78,22,74.46451
0.99,1,74.46451
0.99,1,74.468511
0.95,5,74.468511
0.99,1,74.47051
0.99,1,74.471514
0.87,13,74.471514
0.96,4,74.471514
0.98,2,74.474552
0.95,5,74.479512
0.89,11,74.481512
0.99,1,74.482548
0.95,5,74.482548
0.98,2,74.482548
0.75,25,74.482548
0.99,1,74.484517
0.98,2,74.485585
0.97,3,74.490687
0.89,11,74.490687
0.94,6,74.490687
0.89,11,74.490687
0.99,1,74.491687
0.98,2,74.491687
0.96,4,74.491687
0.99,1,74.493687
0.82,18,74.493687
0.97,3,74.49472
0.97,3,74.495757
0.97,3,74.495757
0.94,6,74.501755
0.97,3,74.501755
0.96,4,74.501755
0.72,28,74.501755
0.85,15,74.502721
0.99,1,74.502721
0.99,1,74.502721
0.99,1,74.504755
0.99,1,74.504755
0.99,1,74.504755
0.99,1,74.505755
0.91,9,74.505755
0.99,1,74.510722
0.97,3,74.511723
0.87,13,74.511723
0.99,1,74.513722
0.97,3,74.513722
0.94,6,74.515722
0.97,3,74.520721
0.99,1,74.520721
0.99,1,74.521721
0.85,15,74.523721
0.89,11,74.523721
0.89,11,74.523721
0.92,8,74.524721
0.96,4,74.525722
0.85,15,74.525722
0.99,1,74.530722
0.9,10,74.531721
0.89,11,74.537721
0.93,7,74.537721
0.93,7,74.539722
0.93,7,74.544721
0.97,3,74.546721
0.94,6,74.546721
0.9,10,74.547721
0.99,1,74.547721
0.9,10,74.547721
0.96,4,74.550721
0.94,6,74.555721
0.97,3,74.555721
0.99,1,74.555721
0.99,1,74.556722
0.88,12,74.558721
0.86,14,74.558721
0.93,7,74.559721
0.92,8,74.559721
0.95,5,74.563722
0.92,8,74.563722
0.97,3,74.564722
0.86,14,74.565722
0.96,4,74.566721
0.96,4,74.56772
0.93,7,74.572726
0.9,10,74.572726
0.96,4,74.574721
0.9,10,74.583719
0.89,11,74.583719
0.98,2,74.585718
0.88,12,74.592718
0.96,4,74.592718
0.84,16,74.592718
0.83,17,74.592718
0.79,21,74.593719
0.52,48,74.593719
0.9,10,74.593719
0.87,13,74.594719
0.96,4,74.594719
0.98,2,74.595718
0.98,2,74.60076
0.97,3,74.60076
0.96,4,74.60076
0.96,4,74.602753
0.97,3,74.603756
0.93,7,74.603756
0.81,19,74.605757
0.99,1,74.605757
0.93,7,74.605757
0.96,4,74.605757
0.99,1,74.609721
0.98,2,74.611761
0.96,4,74.611761
0.98,2,74.611761
0.89,11,74.612756
0.99,1,74.612756
0.99,1,74.612756
0.99,1,74.612756
0.98,2,74.614756
0.97,3,74.619762
0.96,4,74.620758
0.84,16,74.621756
0.92,8,74.621756
0.93,7,74.621756
0.99,1,74.622764
0.99,1,74.623721
0.97,3,74.631722
0.88,12,74.631722
0.94,6,74.633727
0.9,10,74.635811
0.93,7,74.637877
0.99,1,74.638878
0.95,5,74.638878
0.8,20,74.638878
0.99,1,74.649971
0.92,8,74.649971
0.89,11,74.649971
0.8,20,74.649971
0.99,1,74.65197
0.99,1,74.65197
0.98,2,74.65397
0.91,9,74.655969
0.99,1,74.655969
0.96,4,74.655969
0.99,1,74.660969
0.94,6,74.660969
0.94,6,74.663969
0.89,11,74.663969
0.91,9,74.665969
0.88,12,74.66697
0.85,15,74.67197
0.94,6,74.67297
0.99,1,74.67397
0.91,9,74.67597
0.87,13,74.67597
0.93,7,74.67697
0.98,2,74.67697
0.98,2,74.683972
0.99,1,74.683972
0.99,1,74.683972
0.89,11,74.683972
0.99,1,74.685972
0.99,1,74.685972
0.91,9,74.687971
0.98,2,74.687971
0.88,12,74.687971
0.99,1,74.687971
0.92,8,74.689971
0.99,1,74.689971
0.88,12,74.69197
0.97,3,74.69197
0.99,1,74.69197
0.99,1,74.69797
0.99,1,74.698971
0.96,4,74.699972
0.95,5,74.701969
0.96,4,74.702969
0.94,6,74.702969
0.91,9,74.70497
0.96,4,74.70497
0.98,2,74.70497
0.97,3,74.71197
0.98,2,74.71197
0.97,3,74.71197
0.94,6,74.71197
0.99,1,74.712968
0.91,9,74.712968
0.86,14,74.712968
0.97,3,74.712968
0.81,19,74.714968
0.99,1,74.715969
0.97,3,74.722969
0.97,3,74.722969
0.89,11,74.724969
0.98,2,74.724969
0.98,2,74.727969
0.89,11,74.734969
0.89,11,74.736969
0.99,1,74.736969
0.94,6,74.736969
0.97,3,74.74397
0.88,12,74.74397
0.99,1,74.74497
0.83,17,74.745969
0.99,1,74.746971
0.83,17,74.746971
0.93,7,74.75197
0.84,16,74.75297
0.96,4,74.75297
0.99,1,74.75397
0.91,9,74.75397
0.78,22,74.76097
0.95,5,74.76297
0.95,5,74.76297
0.97,3,74.769052
0.82,18,74.772052
