#{"t_start": 1734308162.811527, "env_id": "None"}
r,l,t
0.97,3,95.154692
0.97,3,95.154692
0.93,7,95.157693
0.97,3,95.158692
0.99,1,95.158692
0.96,4,95.159692
0.95,5,95.163692
0.95,5,95.163692
0.99,1,95.163692
0.99,1,95.166692
0.99,1,95.167692
0.79,21,95.168692
0.97,3,95.168692
0.99,1,95.168692
0.99,1,95.168692
0.97,3,95.171692
0.65,35,95.172692
0.54,46,95.172692
0.97,3,95.175692
0.98,2,95.175692
0.99,1,95.175692
0.92,8,95.177691
0.79,21,95.18069
0.96,4,95.18069
0.97,3,95.181763
0.99,1,95.182768
0.92,8,95.185766
0.92,8,95.185766
0.78,22,95.185766
0.99,1,95.185766
0.95,5,95.185766
0.94,6,95.186768
0.97,3,95.186768
0.55,45,95.186768
0.99,1,95.187768
0.99,1,95.187768
0.98,2,95.187768
0.99,1,95.190768
0.99,1,95.190768
0.96,4,95.190768
0.81,19,95.191768
0.94,6,95.191768
0.97,3,95.195768
0.95,5,95.195768
0.54,46,95.195768
0.99,1,95.196768
0.94,6,95.197767
0.9,10,95.201768
0.97,3,95.201768
0.9,10,95.206768
0.89,11,95.209768
0.91,9,95.211768
0.96,4,95.211768
0.4,60,95.213768
0.79,21,95.213768
0.79,21,95.214768
0.97,3,95.215768
0.86,14,95.218768
0.91,9,95.219768
0.94,6,95.226765
0.96,4,95.226765
0.98,2,95.226765
0.92,8,95.229764
0.62,38,95.234764
0.96,4,95.234764
0.92,8,95.236765
0.99,1,95.236765
0.62,38,95.236765
0.99,1,95.237765
0.97,3,95.241764
0.86,14,95.242765
0.72,28,95.247764
0.72,28,95.249764
0.99,1,95.250764
0.77,23,95.251764
0.99,1,95.254842
0.88,12,95.254842
0.88,12,95.255842
0.81,19,95.255842
0.97,3,95.256842
0.99,1,95.258842
0.92,8,95.259842
0.99,1,95.260842
0.99,1,95.261842
0.97,3,95.264842
0.42,58,95.265843
0.73,27,95.265843
0.72,28,95.267842
0.98,2,95.268842
0.85,15,95.269843
0.98,2,95.269843
0.99,1,95.272842
0.99,1,95.273843
0.9,10,95.277842
0.97,3,95.277842
0.89,11,95.278842
0.8,20,95.278842
0.9,10,95.278842
0.92,8,95.279842
0.81,19,95.279842
0.44,56,95.279842
0.78,22,95.282843
0.98,2,95.282843
0.97,3,95.282843
0.98,2,95.282843
0.94,6,95.283843
0.94,6,95.283843
0.99,1,95.284842
0.99,1,95.287842
0.97,3,95.288842
0.65,35,95.288842
0.99,1,95.288842
0.95,5,95.288842
0.99,1,95.289843
0.94,6,95.289843
0.93,7,95.289843
0.99,1,95.289843
0.93,7,95.289843
0.95,5,95.293843
0.99,1,95.293843
0.88,12,95.293843
0.97,3,95.293843
0.97,3,95.293843
0.96,4,95.293843
0.99,1,95.294842
0.99,1,95.295842
0.98,2,95.297842
0.99,1,95.297842
0.87,13,95.297842
0.98,2,95.297842
0.87,13,95.297842
0.99,1,95.298842
0.98,2,95.299843
0.99,1,95.299843
0.98,2,95.299843
0.99,1,95.300842
0.96,4,95.302842
0.96,4,95.303842
0.92,8,95.307842
0.93,7,95.307842
0.99,1,95.307842
0.96,4,95.312842
0.99,1,95.313842
0.88,12,95.313842
0.99,1,95.313842
0.99,1,95.316842
0.99,1,95.317842
0.81,19,95.317842
0.9,10,95.318842
0.87,13,95.318842
0.99,1,95.321842
0.72,28,95.327842
0.93,7,95.327842
0.66,34,95.330842
0.98,2,95.330842
0.97,3,95.334842
0.99,1,95.334842
0.84,16,95.33784
0.99,1,95.33784
0.85,15,95.340838
0.72,28,95.340838
0.99,1,95.341839
0.99,1,95.342839
0.87,13,95.355839
0.9,10,95.355839
0.51,49,95.355839
0.85,15,95.355839
0.75,25,95.355839
0.99,1,95.356839
0.99,1,95.356839
0.98,2,95.358839
0.7,30,95.358839
0.48,52,95.358839
0.85,15,95.358839
0.97,3,95.358839
0.99,1,95.361839
0.94,6,95.366839
0.94,6,95.366839
0.95,5,95.366839
0.78,22,95.366839
0.99,1,95.367839
0.9,10,95.367839
0.99,1,95.367839
0.99,1,95.368839
0.99,1,95.368839
0.97,3,95.370839
0.74,26,95.370839
0.99,1,95.370839
0.94,6,95.377839
0.94,6,95.377839
0.92,8,95.377839
0.98,2,95.380839
0.98,2,95.382839
0.87,13,95.391839
0.68,32,95.394839
0.98,2,95.395839
0.7,30,95.395839
0.98,2,95.396839
0.76,24,95.399839
0.59,41,95.408839
0.78,22,95.408839
0.99,1,95.409839
0.66,34,95.409839
0.91,9,95.409839
0.99,1,95.410839
0.88,12,95.410839
0.99,1,95.410839
0.98,2,95.410839
0.98,2,95.413839
0.98,2,95.413839
0.99,1,95.414839
0.93,7,95.419839
0.93,7,95.420839
0.87,13,95.423839
0.98,2,95.423839
0.97,3,95.424839
0.99,1,95.42584
0.99,1,95.42584
0.88,12,95.431839
0.65,35,95.446839
0.83,17,95.454839
0.8,20,95.459839
0.83,17,95.459839
0.68,32,95.459839
0.99,1,95.460839
0.97,3,95.464838
0.97,3,95.468838
0.99,1,95.469839
0.98,2,95.470838
0.88,12,95.474951
0.09,91,95.47795
0.25,75,95.47795
0.98,2,95.47995
0.92,8,95.47995
0.98,2,95.482951
0.95,5,95.482951
0.92,8,95.48395
0.05,95,95.49095
0.99,1,95.49095
0.73,27,95.49095
0.9,10,95.49095
0.92,8,95.49095
0.91,9,95.49195
0.99,1,95.49195
0.98,2,95.492952
0.99,1,95.492952
0.98,2,95.496012
0.96,4,95.496012
0.47,53,95.496012
0.97,3,95.499011
0.98,2,95.500012
0.98,2,95.503012
0.92,8,95.505012
0.91,9,95.505012
0.99,1,95.505012
0.96,4,95.508011
0.79,21,95.508011
0.96,4,95.509011
0.98,2,95.512012
0.99,1,95.513012
0.89,11,95.518011
0.94,6,95.518011
0.99,1,95.521012
0.0,101,95.522012
0.31,69,95.526012
0.82,18,95.526012
0.8,20,95.527013
0.68,32,95.527013
0.91,9,95.531011
0.95,5,95.531011
0.8,20,95.540012
0.99,1,95.543073
0.99,1,95.543073
0.9,10,95.543073
0.86,14,95.543073
0.99,1,95.544073
0.98,2,95.545073
0.99,1,95.548073
0.99,1,95.548073
0.99,1,95.549073
0.94,6,95.549073
0.16,84,95.549073
0.77,23,95.558073
0.99,1,95.558073
0.94,6,95.561073
0.86,14,95.565074
0.96,4,95.566073
0.64,36,95.566073
0.99,1,95.566073
0.94,6,95.566073
0.99,1,95.567072
0.33,67,95.571074
0.98,2,95.572073
0.83,17,95.585073
0.73,27,95.586075
0.99,1,95.587072
0.9,10,95.601072
0.41,59,95.601072
0.99,1,95.602073
0.99,1,95.603073
0.0,101,95.612072
0.99,1,95.613073
0.99,1,95.616166
0.65,35,95.617166
0.59,41,95.617166
0.57,43,95.618165
0.99,1,95.620166
0.31,69,95.620166
0.97,3,95.621235
0.97,3,95.621235
0.99,1,95.622262
0.98,2,95.623262
0.99,1,95.623262
0.99,1,95.624262
0.99,1,95.624262
0.38,62,95.632264
0.83,17,95.641264
0.32,68,95.652261
0.47,53,95.652261
0.99,1,95.652261
0.59,41,95.652261
0.69,31,95.652261
0.99,1,95.655261
0.99,1,95.655261
0.99,1,95.656261
0.54,46,95.657261
0.72,28,95.657261
0.71,29,95.657261
0.93,7,95.669353
0.94,6,95.669353
0.99,1,95.670353
0.99,1,95.671354
0.85,15,95.675353
0.87,13,95.675353
0.85,15,95.693354
0.8,20,95.693354
0.81,19,95.694354
0.99,1,95.694354
0.99,1,95.694354
0.99,1,95.695354
0.98,2,95.698353
0.99,1,95.698353
0.99,1,95.699353
0.99,1,95.699353
0.96,4,95.703353
0.75,25,95.704353
0.91,9,95.704353
0.59,41,95.707353
0.97,3,95.708354
0.97,3,95.709353
0.59,41,95.712352
0.99,1,95.713351
0.97,3,95.714351
0.83,17,95.723352
0.85,15,95.723352
0.46,54,95.723352
0.88,12,95.723352
0.99,1,95.724351
0.86,14,95.728351
0.87,13,95.728351
0.94,6,95.731351
0.97,3,95.733351
0.0,101,95.754445
0.0,101,95.761442
0.0,101,95.778444
0.99,1,95.779444
0.99,1,95.782514
0.81,19,95.784567
0.97,3,95.784567
0.59,41,95.803569
0.49,51,95.813569
0.78,22,95.821568
0.93,7,95.821568
0.36,64,95.822569
0.98,2,95.823569
0.89,11,95.83657
0.0,101,95.841568
0.1,90,95.853569
0.99,1,95.854632
0.49,51,95.860634
0.76,24,95.863634
0.99,1,95.863634
0.0,101,95.868633
0.0,101,95.877633
0.27,73,95.887635
0.99,1,95.888635
0.99,1,95.889635
0.99,1,95.890635
0.92,8,95.892635
0.75,25,95.898635
0.95,5,95.898635
0.79,21,95.899635
0.94,6,95.900635
0.97,3,95.901636
0.0,101,95.906729
0.98,2,95.90973
0.99,1,95.910729
0.99,1,95.91173
0.66,34,95.914726
0.46,54,95.914726
0.9,10,95.914726
0.98,2,95.916726
0.96,4,95.919727
0.99,1,95.919727
0.98,2,95.921726
0.14,86,95.931726
0.84,16,95.931726
0.99,1,95.934726
0.7,30,95.938726
0.68,32,95.938726
0.98,2,95.940726
0.0,101,95.954809
0.6,40,95.965808
0.8,20,95.965808
0.17,83,95.965808
0.99,1,95.966808
0.48,52,95.966808
0.98,2,95.967808
0.98,2,95.968808
0.44,56,95.990874
0.99,1,95.994869
0.99,1,95.997871
0.0,101,96.046013
0.0,101,96.059013
0.0,101,96.060013
0.85,15,96.064013
0.96,4,96.064013
0.99,1,96.065013
0.01,99,96.065013
0.98,2,96.066013
0.0,101,96.080165
0.0,101,96.090165
0.0,101,96.091165
0.0,101,96.092165
0.0,101,96.095165
0.98,2,96.096165
0.87,13,96.113161
0.65,35,96.113161
0.8,20,96.118161
0.71,29,96.118161
0.99,1,96.11916
0.82,18,96.122161
0.98,2,96.122161
0.98,2,96.122161
-0.01,101,96.122161
0.99,1,96.12316
0.9,10,96.12316
0.99,1,96.124162
0.98,2,96.124162
0.99,1,96.127162
0.97,3,96.129161
0.86,14,96.14116
0.75,25,96.14116
0.32,68,96.145261
0.81,19,96.163258
0.0,101,96.187356
0.43,57,96.187356
0.0,101,96.191357
0.99,1,96.192356
0.99,1,96.192356
0.72,28,96.195357
0.47,53,96.201356
0.94,6,96.201356
0.51,49,96.201356
0.91,9,96.202356
0.99,1,96.202356
0.99,1,96.205357
0.98,2,96.205357
0.99,1,96.206356
0.0,101,96.211356
0.98,2,96.218421
0.89,11,96.22042
0.99,1,96.223416
0.72,28,96.223416
0.98,2,96.224416
0.94,6,96.224416
0.98,2,96.228416
0.97,3,96.229416
0.99,1,96.229416
0.99,1,96.230416
0.98,2,96.233416
0.99,1,96.234416
0.0,101,96.243418
0.99,1,96.244416
0.0,101,96.245416
0.98,2,96.248416
0.99,1,96.248416
0.99,1,96.248416
0.98,2,96.249416
0.99,1,96.249416
0.0,101,96.253416
0.99,1,96.253416
0.76,24,96.262417
0.53,47,96.263416
0.68,32,96.263416
0.99,1,96.263416
0.71,29,96.263416
0.99,1,96.264416
0.99,1,96.264416
0.54,46,96.264416
0.98,2,96.264416
0.99,1,96.267471
0.98,2,96.268471
0.83,17,96.285473
0.8,20,96.286473
0.99,1,96.287471
0.98,2,96.290471
0.9,10,96.296471
0.94,6,96.296471
0.93,7,96.304471
0.66,34,96.304471
0.55,45,96.305471
0.98,2,96.308471
0.97,3,96.308471
0.99,1,96.309473
0.99,1,96.310472
0.0,101,96.310472
0.98,2,96.310472
0.99,1,96.311471
0.99,1,96.311471
0.99,1,96.314471
0.9,10,96.316473
0.99,1,96.318471
0.0,101,96.333472
0.26,74,96.356471
0.65,35,96.356471
0.99,1,96.357472
0.0,101,96.372471
0.0,101,96.372471
0.0,101,96.391536
