#{"t_start": 1734309533.215802, "env_id": "None"}
r,l,t
0.83,17,74.40023
0.96,4,74.402232
0.73,27,74.411626
0.27,73,74.415701
0.16,84,74.416704
0.87,13,74.419701
0.75,25,74.433414
0.54,46,74.43842
0.95,5,74.445003
0.6,40,74.445003
0.78,22,74.465261
0.68,32,74.476258
0.66,34,74.477261
0.91,9,74.496057
0.43,57,74.511292
0.0,101,74.523123
0.0,101,74.540886
0.54,46,74.54992
0.45,55,74.55892
0.51,49,74.567922
0.88,12,74.568922
0.15,85,74.568922
0.64,36,74.574923
0.93,7,74.581995
0.51,49,74.582994
0.9,10,74.585995
0.71,29,74.590997
0.9,10,74.591995
0.94,6,74.591995
0.94,6,74.592991
0.96,4,74.593994
0.11,89,74.598104
0.98,2,74.598104
0.96,4,74.604103
0.98,2,74.604103
0.93,7,74.613914
0.92,8,74.614914
0.99,1,74.616927
0.95,5,74.626911
0.81,19,74.628335
0.99,1,74.633409
0.66,34,74.637407
0.97,3,74.637407
0.58,42,74.639404
0.0,101,74.645009
0.97,3,74.646063
0.99,1,74.647061
0.96,4,74.647061
0.32,68,74.654061
0.94,6,74.657061
0.99,1,74.658061
0.87,13,74.665659
0.99,1,74.666659
0.91,9,74.67466
0.99,1,74.675659
0.59,41,74.682472
0.98,2,74.682472
0.77,23,74.684472
0.63,37,74.685472
0.76,24,74.692471
0.96,4,74.692471
0.99,1,74.693471
0.99,1,74.693471
0.97,3,74.700102
0.45,55,74.701102
0.98,2,74.702102
0.88,12,74.709101
0.86,14,74.709101
0.99,1,74.713818
0.95,5,74.715815
0.7,30,74.725848
0.84,16,74.732426
0.89,11,74.732426
0.78,22,74.734425
0.95,5,74.740411
0.26,74,74.742411
0.91,9,74.74806
0.46,54,74.750058
0.89,11,74.755059
0.93,7,74.758059
0.79,21,74.763784
0.71,29,74.76578
0.94,6,74.76578
0.87,13,74.76678
0.67,33,74.76878
0.97,3,74.76978
0.98,2,74.76978
0.23,77,74.775779
0.99,1,74.778004
0.86,14,74.780621
0.9,10,74.787621
0.9,10,74.788621
0.87,13,74.801229
0.99,1,74.802231
0.99,1,74.804229
0.86,14,74.809193
0.96,4,74.814768
0.84,16,74.814768
0.99,1,74.821767
0.62,38,74.821767
0.83,17,74.824768
0.76,24,74.830651
0.97,3,74.838651
0.23,77,74.842909
0.95,5,74.84591
0.9,10,74.84591
0.94,6,74.84591
0.94,6,74.866253
0.82,18,74.867253
0.96,4,74.869252
0.81,19,74.870252
0.81,19,74.870252
0.97,3,74.878255
0.57,43,74.879548
0.92,8,74.879548
0.83,17,74.896632
0.99,1,74.896632
0.98,2,74.899632
0.61,39,74.901632
0.95,5,74.902632
0.95,5,74.908632
0.96,4,74.913632
0.95,5,74.913632
0.99,1,74.919632
0.98,2,74.922632
0.76,24,74.924632
0.75,25,74.925632
0.97,3,74.931679
0.87,13,74.932681
0.89,11,74.947835
0.23,77,74.954831
0.89,11,74.954831
0.85,15,74.964802
0.99,1,74.965803
0.98,2,74.968378
0.9,10,74.975377
0.06,94,74.977914
0.78,22,74.979485
0.98,2,74.984483
0.99,1,74.985482
0.92,8,74.993483
0.88,12,74.996255
0.9,10,75.011776
0.23,77,75.020822
0.89,11,75.029383
0.9,10,75.049145
0.67,33,75.049145
0.99,1,75.050145
0.45,55,75.050145
0.22,78,75.054145
0.97,3,75.056144
0.96,4,75.058145
0.45,55,75.07075
0.0,101,75.07075
0.5,50,75.078623
0.9,10,75.078623
0.87,13,75.095024
0.88,12,75.098061
0.87,13,75.099061
0.96,4,75.106061
0.95,5,75.106061
0.0,101,75.112809
0.9,10,75.113806
0.97,3,75.113806
0.99,1,75.114807
0.96,4,75.114807
0.75,25,75.116807
0.99,1,75.116807
0.91,9,75.125807
0.0,101,75.140429
0.84,16,75.144429
0.88,12,75.166723
0.99,1,75.167722
0.76,24,75.168722
0.98,2,75.174723
0.78,22,75.182444
0.91,9,75.192444
0.15,85,75.210202
0.0,101,75.210202
0.98,2,75.215678
0.45,55,75.217676
0.99,1,75.217676
0.95,5,75.219678
0.98,2,75.219678
0.97,3,75.225677
0.95,5,75.225677
0.99,1,75.227677
0.96,4,75.235372
0.0,101,75.242371
0.0,101,75.246153
0.24,76,75.253152
0.6,40,75.254151
0.88,12,75.269169
0.99,1,75.27017
0.71,29,75.272169
0.15,85,75.272169
0.99,1,75.27317
0.41,59,75.278524
0.81,19,75.288531
0.89,11,75.29053
0.58,42,75.303159
0.93,7,75.309158
0.37,63,75.310158
0.58,42,75.312865
0.61,39,75.317865
0.95,5,75.318827
0.98,2,75.318827
0.9,10,75.321863
0.96,4,75.321863
0.99,1,75.326826
0.82,18,75.326826
0.95,5,75.32845
0.73,27,75.330527
0.97,3,75.330527
0.92,8,75.331531
0.97,3,75.338531
0.94,6,75.338531
0.63,37,75.34053
0.64,36,75.345002
0.99,1,75.346557
0.94,6,75.348556
0.89,11,75.349556
0.82,18,75.356556
0.9,10,75.356556
0.97,3,75.362819
0.71,29,75.363818
0.9,10,75.366819
0.92,8,75.371819
0.95,5,75.37282
0.99,1,75.373819
0.83,17,75.37482
0.75,25,75.37482
0.98,2,75.375819
0.97,3,75.37851
0.97,3,75.37851
0.94,6,75.396142
0.88,12,75.396142
0.9,10,75.416231
0.55,45,75.424256
0.99,1,75.425261
0.64,36,75.429258
0.72,28,75.43626
0.83,17,75.444969
0.87,13,75.447054
0.9,10,75.453053
0.0,101,75.454057
0.62,38,75.471499
0.77,23,75.471499
0.35,65,75.4735
0.99,1,75.478418
0.56,44,75.479469
0.83,17,75.482467
0.75,25,75.490467
0.95,5,75.491467
0.52,48,75.497158
0.97,3,75.498157
0.98,2,75.500156
0.91,9,75.510156
0.67,33,75.515764
0.98,2,75.515764
0.75,25,75.517762
0.98,2,75.518763
0.76,24,75.519763
0.98,2,75.519763
0.99,1,75.519763
0.96,4,75.524763
0.85,15,75.531455
0.89,11,75.546157
0.99,1,75.547156
0.61,39,75.547156
0.98,2,75.549156
0.94,6,75.556156
0.81,19,75.558156
0.97,3,75.562739
0.0,100,75.562739
0.78,22,75.563738
0.88,12,75.570738
0.77,23,75.571737
0.99,1,75.571737
0.54,46,75.579323
0.67,33,75.579323
0.85,15,75.579323
0.96,4,75.596571
0.86,14,75.612572
0.99,1,75.613575
0.88,12,75.63135
0.0,101,75.63535
0.7,30,75.63535
0.59,41,75.63535
0.99,1,75.637352
0.75,25,75.640351
0.94,6,75.649172
0.93,7,75.65117
0.96,4,75.65417
0.94,6,75.666808
0.85,15,75.667808
0.0,101,75.668808
0.94,6,75.678323
0.79,21,75.685312
0.78,22,75.690375
0.32,68,75.700472
0.79,21,75.70747
0.86,14,75.718981
0.89,11,75.725981
0.83,17,75.73337
0.68,32,75.740403
0.92,8,75.740403
0.95,5,75.742404
0.98,2,75.744404
0.0,101,75.755097
0.0,101,75.756098
0.04,96,75.756098
0.99,1,75.758097
0.88,12,75.764948
0.94,6,75.766949
0.96,4,75.771948
0.83,17,75.772948
0.89,11,75.772948
0.98,2,75.776149
0.51,49,75.776149
0.2,80,75.779806
0.9,10,75.779806
0.75,25,75.794544
0.91,9,75.795557
0.99,1,75.795557
0.98,2,75.800555
0.92,8,75.811554
0.8,20,75.812555
0.98,2,75.817555
0.65,35,75.819555
0.83,17,75.819555
0.99,1,75.820555
0.44,56,75.821555
0.16,84,75.825555
0.95,5,75.825555
0.8,20,75.829383
0.95,5,75.829383
0.98,2,75.834383
0.93,7,75.836383
0.92,8,75.836383
0.92,8,75.837383
0.88,12,75.838383
0.98,2,75.838383
0.98,2,75.844672
0.96,4,75.853168
0.92,8,75.85417
0.99,1,75.85517
0.84,16,75.858168
0.99,1,75.867764
0.5,50,75.868764
0.99,1,75.869764
0.42,58,75.878511
0.93,7,75.880569
0.76,24,75.880569
0.52,48,75.885855
0.95,5,75.886855
0.84,16,75.894582
0.7,30,75.895142
0.94,6,75.895142
0.9,10,75.897152
0.91,9,75.903152
0.85,15,75.906152
0.72,28,75.911237
0.93,7,75.911687
0.97,3,75.913733
0.9,10,75.913733
0.86,14,75.921158
0.58,42,75.921158
0.94,6,75.924155
0.98,2,75.924155
