#{"t_start": 1734309366.4329534, "env_id": "None"}
r,l,t
0.99,1,87.714104
0.99,1,87.714104
0.85,15,87.729729
0.93,7,87.730749
0.96,4,87.730749
0.83,17,87.730749
0.99,1,87.730749
0.99,1,87.730749
0.99,1,87.730749
0.64,36,87.730749
0.86,14,87.730749
0.99,1,87.730749
0.86,14,87.730749
0.79,21,87.747357
0.33,67,87.747357
0.99,1,87.747357
0.99,1,87.747357
0.98,2,87.747357
0.99,1,87.747357
0.99,1,87.747357
0.75,25,87.747357
0.87,13,87.747357
0.98,2,87.747357
0.98,2,87.747357
0.99,1,87.747357
0.94,6,87.766168
0.94,6,87.766168
0.99,1,87.766168
0.91,9,87.766168
0.98,2,87.766168
0.87,13,87.791025
0.99,1,87.792024
0.6,40,87.792024
0.68,32,87.792024
0.99,1,87.793025
0.98,2,87.797112
0.99,1,87.797547
0.96,4,87.798552
0.61,39,87.798552
0.99,1,87.798552
0.99,1,87.801552
0.71,29,87.802552
0.98,2,87.803552
0.99,1,87.806553
0.99,1,87.807552
0.78,22,87.807552
0.56,44,87.807552
0.94,6,87.807552
0.88,12,87.808552
0.99,1,87.808552
0.89,11,87.811552
0.97,3,87.811552
0.99,1,87.811552
0.98,2,87.811552
0.98,2,87.812551
0.98,2,87.813936
0.72,28,87.814846
0.97,3,87.814846
0.97,3,87.814846
0.99,1,87.814846
0.98,2,87.814846
0.91,9,87.814846
0.99,1,87.814846
0.98,2,87.814846
0.42,58,87.814846
0.7,30,87.84734
0.68,32,87.84734
0.75,25,87.84734
0.71,29,87.84734
0.97,3,87.84734
0.73,27,87.84734
0.91,9,87.864051
0.91,9,87.864051
0.99,1,87.864051
0.97,3,87.864051
0.98,2,87.864051
0.99,1,87.880624
0.98,2,87.880624
0.41,59,87.880624
0.99,1,87.881848
0.0,101,87.883116
0.93,7,87.883116
0.78,22,87.883116
0.46,54,87.883116
0.98,2,87.883116
0.97,3,87.883116
0.98,2,87.883116
0.91,9,87.901537
0.38,62,87.902538
0.94,6,87.902538
0.78,22,87.929205
0.53,47,87.931432
0.99,1,87.931432
0.89,11,87.931432
0.38,62,87.931432
0.99,1,87.931432
0.99,1,87.947387
0.66,34,87.947387
0.0,101,87.947387
0.94,6,87.947387
0.99,1,87.947387
0.21,79,87.947387
0.96,4,87.947387
0.44,56,87.947387
0.0,101,88.018263
0.99,1,88.021261
0.52,48,88.021261
0.0,101,88.026263
0.4,60,88.030802
0.36,64,88.031828
0.99,1,88.032828
0.99,1,88.033826
0.99,1,88.036826
0.0,101,88.038828
0.94,6,88.048016
0.34,66,88.048016
0.99,1,88.048016
0.81,19,88.048016
0.99,1,88.048016
0.89,11,88.064063
0.03,97,88.081051
0.77,23,88.081051
0.93,7,88.081051
0.14,86,88.081051
0.99,1,88.081051
