#{"t_start": 1734309366.4073398, "env_id": "None"}
r,l,t
0.99,1,0.797831
0.92,8,0.79883
0.94,6,0.79883
0.96,4,0.79983
0.95,5,0.80183
0.93,7,0.80183
0.83,17,0.80183
0.91,9,0.802831
0.99,1,0.802831
0.99,1,0.802831
0.99,1,0.80383
0.93,7,0.80583
0.99,1,0.80683
0.91,9,0.80683
0.92,8,0.80683
0.94,6,0.808905
0.96,4,0.810904
0.92,8,0.810904
0.89,11,0.810904
0.96,4,0.810904
0.99,1,0.811904
0.9,10,0.811904
0.91,9,0.812904
0.99,1,0.813904
0.78,22,0.816904
0.99,1,0.817904
0.99,1,0.818904
0.93,7,0.818904
0.77,23,0.818904
0.89,11,0.821904
0.96,4,0.822905
0.95,5,0.824577
0.98,2,0.824577
0.98,2,0.824577
0.99,1,0.824577
0.93,7,0.824577
0.87,13,0.824577
0.84,16,0.824577
0.8,20,0.824577
0.83,17,0.824577
0.99,1,0.824577
0.99,1,0.824577
0.83,17,0.824577
0.8,20,0.824577
0.98,2,0.824577
0.96,4,0.824577
0.99,1,0.824577
0.99,1,0.824577
0.97,3,0.824577
0.96,4,0.824577
0.99,1,0.824577
0.93,7,0.824577
0.99,1,0.824577
0.98,2,0.824577
0.99,1,0.824577
0.92,8,0.824577
0.89,11,0.824577
0.94,6,0.824577
0.93,7,0.824577
0.93,7,0.824577
0.97,3,0.824577
0.98,2,0.824577
0.97,3,0.824577
0.98,2,0.841251
0.96,4,0.841251
0.95,5,0.841251
0.93,7,0.846715
0.83,17,0.846715
0.99,1,0.848325
0.93,7,0.848325
0.98,2,0.848325
0.94,6,0.848972
0.97,3,0.848972
0.99,1,0.848972
0.95,5,0.849345
0.94,6,0.849345
0.85,15,0.849345
0.87,13,0.849345
0.92,8,0.849345
0.85,15,0.849345
0.98,2,0.857873
0.88,12,0.858881
0.98,2,0.858881
0.99,1,0.859879
0.97,3,0.860879
0.92,8,0.861879
0.98,2,0.861879
0.85,15,0.863879
0.9,10,0.86488
0.99,1,0.865879
0.95,5,0.866879
0.82,18,0.866879
0.94,6,0.866879
0.89,11,0.867879
0.98,2,0.86988
0.96,4,0.870879
0.78,22,0.870879
0.92,8,0.871879
0.94,6,0.872879
0.98,2,0.872879
0.89,11,0.872879
0.94,6,0.872879
0.97,3,0.874625
0.99,1,0.874625
0.82,18,0.875672
0.98,2,0.875672
0.98,2,0.876671
0.96,4,0.876671
0.89,11,0.877671
0.98,2,0.877671
0.98,2,0.878671
0.99,1,0.878671
0.97,3,0.878671
0.99,1,0.878671
0.8,20,0.879671
0.95,5,0.879671
0.99,1,0.879671
0.96,4,0.883672
0.96,4,0.883672
0.9,10,0.883672
0.94,6,0.884671
0.99,1,0.884671
0.93,7,0.885672
0.98,2,0.886671
0.91,9,0.887671
0.88,12,0.888671
0.98,2,0.888671
0.94,6,0.889671
0.81,19,0.890671
0.99,1,0.891312
0.88,12,0.891312
0.92,8,0.891312
0.96,4,0.891312
0.92,8,0.891312
0.99,1,0.891312
0.96,4,0.891312
0.98,2,0.891312
0.79,21,0.891312
0.99,1,0.891312
0.92,8,0.891312
0.95,5,0.891312
0.94,6,0.891312
0.92,8,0.891312
0.85,15,0.891312
0.93,7,0.891312
0.87,13,0.891312
0.93,7,0.891312
0.99,1,0.891312
0.99,1,0.891312
0.99,1,0.891312
0.97,3,0.891312
0.93,7,0.891312
0.96,4,0.891312
0.95,5,0.909873
0.96,4,0.909873
0.81,19,0.910872
0.86,14,0.911873
0.86,14,0.911873
